Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in PBMCs at 14 DPI from GSE156701	12/460	0.04855408692430025	0.7159264334921176	0	0	1.7718151693667157	5.3598771542556936	CDK17;GSK3B;PINK1;ROCK1;WNK1;ROCK2;PRKD2;PAK3;HIPK1;MARK3;CLK3;HIPK2
464 genes up-regulated by SARS-CoV-2 infection in Vero E6 cells from GSE153940	11/412	0.05019563708872906	0.7159264334921176	0	0	1.8127284528405014	5.4233702309576355	NUAK1;NUAK2;PLK2;DAPK3;GRK6;PIM1;PIM3;CDK13;MARK3;MARK2;TGFBR2
500 genes up-regulated by MERS-CoV in Calu-3 cells from GSE139516 6h	12/465	0.0518787270646462	0.7159264334921176	0	0	1.7518035547666189	5.183317739599325	DSTYK;SNRK;CDK6;DYRK2;LATS2;DAPK1;PLK2;DYRK1A;TLK1;CDK13;HIPK1;HIPK3
Top 500 upregulated genes in mouse spleen with SARS-CoV-2 infection (Day 7) from GEO GSE162113	11/425	0.059973463510546596	0.7824788385900671	0	0	1.7546241148831976	4.937254486428982	GRK3;LATS2;IRAK1;DYRK1B;ULK1;PKN1;MARK4;TTBK1;CDK16;HIPK2;CLK2
500 genes up regulated by MERS infection of Calu3 cells	12/477	0.06048145612290373	0.7824788385900671	0	0	1.7055315375235562	4.784729678743846	LATS1;GSK3B;SNRK;NUAK2;PLK2;MOK;PIM3;CDK12;TNIK;RAF1;MARK3;TGFBR2
500 genes up-regulated by MERS-CoV in Calu-3 cells from GSE122876	12/485	0.06671637932060832	0.8369873042039953	0	0	1.6759878816939473	4.537410018720338	CLK1;LATS1;GSK3B;SMG1;SNRK;NUAK2;PLK2;MOK;DYRK1A;PIM3;CDK12;MTOR
500 genes down-regulated by SARS-CoV-2 in human hiPSC-CMs cells at 24h from GSE150392	12/488	0.06915927036323263	0.8421158214817149	0	0	1.6651650350861995	4.448227240411152	PLK4;CAMK2B;SRPK3;STK33;DAPK2;PLK1;CAMK2A;PBK;CDK1;NEK2;TTK;PDK1
500 top upregulated genes for SARS-CoV-2 infection vs. mock from GSE161881	12/495	0.07508391965957585	0.8734951074142444	0	0	1.6404345691660798	4.247329298246494	CLK1;NUAK1;NUAK2;PLK2;PIM1;DYRK1A;TLK2;PIM3;CDK12;MARK4;CLK4;MARK2
Top 500 down genes for SARS-CoV-2 late-stage infection in human male blood from GSE161731	12/496	0.07595609629689082	0.8734951074142444	0	0	1.6369600408963108	4.219427850976264	CLK1;SMG1;TBK1;SLK;ROCK1;ROCK2;LRRK2;ATM;PKN2;IRAK4;CLK4;TGFBR1
Top 500 down genes for SARS-CoV-2 infection Day 14 in ferret right caudal lung from GSE160824	11/455	0.08709306495463603	0.9745007808437653	0	0	1.633523077872393	3.9870672235350555	CDK17;LATS1;GSK3B;NUAK1;SLK;CDK6;BMPR2;LATS2;CDK14;TGFBR1;TTBK2
500 genes up-regulated by SARS-CoV-2 in human cardiomyocytes from GSE150392	11/461	0.09329633615142569	0.999543866883927	0	0	1.6112404870624049	3.8218212543337144	CLK1;PLK3;NUAK1;NUAK2;WNK4;PIM1;PRKD2;PIM3;SGK1;BMPR1B;CLK4
500 genes down-regulated by SARS-CoV-2 in human cardiomyocytes from GSE150392	10/410	0.09543074346125818	0.999543866883927	0	0	1.6465017064846417	3.8682161834067075	CAMK2B;SRPK3;STK33;DAPK2;PLK1;CAMK2A;PBK;CDK1;NEK2;PDK1
Top 500 down genes for SARS-CoV-2 infection Day 7 in ferret right cranial lung from GSE160824	10/421	0.1084784181014602	0.999543866883927	0	0	1.6015213040698206	3.5573055864129097	GSK3B;NUAK1;DAPK2;AKT3;WNK3;HUNK;BRAF;CDK14;ACVR2B;CAMK1G
500 genes down-regulated by SARS-CoV-2 in human H1299 cells at 4h from GSE148729 untreated	11/482	0.1170582948205582	0.999543866883927	0	0	1.5377221301224442	3.2985419413288963	CLK1;CDK19;CDK6;AKT3;NEK7;PIM1;CDK10;ATM;TTK;PRKD1;ACVR2B
500 genes up-regulated by SARS-CoV-2 in human hiPSC-CMs cells at 24h from GSE150392	11/490	0.12693976532067267	0.999543866883927	0	0	1.5114107587153602	3.119616182788116	CLK1;PLK3;NUAK1;NUAK2;WNK4;PIM1;PRKD2;PIM3;SGK1;BMPR1B;CLK4
SARS coronavirus RNA-dependent RNA polymerase (gene: orf1ab) from Virus-Host PPI P-HIPSTer 2020	1/9	0.12839653233987508	0.999543866883927	0	0	8.149420529801324	16.727760503524628	CDK2
Top 500 up genes for COVID-19 severe disease in human NK cells from GSE165461	11/495	0.13334358214065967	0.999543866883927	0	0	1.4954078455790785	3.0129868433157587	CLK1;LATS1;SMG1;MAPKAPK2;MOK;AAK1;ULK1;BRAF;PIM3;SGK1;CDK16
500 genes down-regulated by SARS-CoV-2 in human A549 cells from GSE147507 Series2	11/497	0.13595362065680164	0.999543866883927	0	0	1.4890988781780259	2.971409663367406	PLK3;SRPK3;SMG1;PINK1;IRAK1;WNK1;CDK4;CDK10;DYRK1B;ULK1;CAMKK1
500 genes down-regulated by MHV-A59 in murine spleen cells from GSE146074 5d	10/448	0.14457957709120883	0.999543866883927	0	0	1.500693502890894	2.902229007477331	CLK1;SMG1;GRK2;ROCK1;WNK1;LRRK2;MAPKAPK2;GRK6;PKN1;HIPK1
Top 500 upregulated genes in mouse lung with SARS-CoV-2 infection (Day 7) from GEO GSE162113	10/448	0.14457957709120883	0.999543866883927	0	0	1.500693502890894	2.902229007477331	CDK9;CDK18;PLK3;WNK4;DYRK1B;ULK1;PKN1;MARK4;MARK2;CLK2
499 genes up-regulated by SARS-CoV-2 in Calu-3 cells from GSE148729	9/395	0.14746528829966934	0.999543866883927	0	0	1.531484614571217	2.931510364108857	PLK3;NUAK1;SMG1;GSK3A;ROCK1;WNK1;CAMK4;DYRK1B;HIPK2
500 down regulated genes in A549 cells infected with COVID-19 extracted from GSE147507	10/456	0.1563454705957305	0.999543866883927	0	0	1.4731630419810526	2.733729749169712	PLK3;SRPK3;PINK1;IRAK1;WNK1;CDK4;CDK10;DYRK1B;ULK1;CAMKK1
500 genes down-regulated by SARS-CoV-2 (0.2 MOI) in human A549 cells from GSE147507	10/456	0.1563454705957305	0.999543866883927	0	0	1.4731630419810526	2.733729749169712	PLK3;SRPK3;PINK1;IRAK1;WNK1;CDK4;CDK10;DYRK1B;ULK1;CAMKK1
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in PBMCs at 7 DPI from GSE156701	10/461	0.16393555520218475	0.999543866883927	0	0	1.456452479510833	2.633676634290346	SRPK2;PLK3;PAK1;CDKL5;IRAK1;NEK6;AKT3;AKT1;MARK2;CAMKK2
Top 500 down genes for SARS-CoV-2 infection Day 2 in ferret nasal turbinates from GSE160824	9/406	0.16511056340146235	0.999543866883927	0	0	1.4882023338302575	2.6804606745625152	CDK8;CDKL5;DAPK2;PLK2;LRRK2;PRKD1;CLK4;CAMK1G;ATR
Top 500 down genes for SARS-CoV-2 infection Day 21 in ferret right caudal lung from GSE160824	10/462	0.16547493465352453	0.999543866883927	0	0	1.4531547313419313	2.614131702780479	LATS1;GSK3B;CDK6;LATS2;WNK1;AAK1;BRAF;ACVR2B;TTBK2;TGFBR2
Top 500 down genes for SARS-CoV-2 infection in Mesocricetus auratus hamster blood Day 3 from GSE162208	9/407	0.16676285182459474	0.999543866883927	0	0	1.484386216798277	2.6588066515013677	CDK6;DYRK2;ULK2;ULK1;BRAF;ATM;CDK12;CAMK2G;CAMKK2
Top 500 down genes for SARS-CoV-2 infection Day 7 in ferret nasal turbinates from GSE160824	8/352	0.16708988437210304	0.999543866883927	0	0	1.5256602286164762	2.729746953396444	CDK8;CDKL5;WNK3;PRKD1;CDK14;CLK4;CAMK1G;MARK1
500 genes down-regulated by SARS-CoV-2 in A549-ACE2 cells from GSE154613 loperamide	10/467	0.17327670960853503	0.999543866883927	0	0	1.4368824728717486	2.5186616923824516	PLK4;BCKDK;GSK3A;MELK;PKN3;AKT2;PLK1;CDK2;AKT1;PASK
500 genes down-regulated by SARS-CoV-2 in A549-ACE2 cells from GSE154613 amlodipine	10/470	0.17804034947696365	0.999543866883927	0	0	1.4272889152693278	2.463136811737488	IRAK1;PKN3;AKT2;DAPK3;PLK1;AKT1;FAM20C;DYRK1B;PKN1;PAK4
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in PBMCs at 10 DPI from GSE156701	10/470	0.17804034947696365	0.999543866883927	0	0	1.4272889152693278	2.463136811737488	SMG1;NUAK2;BMPR2;CAMK1D;NEK4;WNK3;DYRK1B;MARK4;HIPK3;MARK2
SARS coronavirus nsp9-pp1a/pp1ab (gene: orf1ab) from Virus-Host PPI P-HIPSTer 2020	1/13	0.18005389293462448	0.999543866883927	0	0	5.431843267108167	9.312890217416603	ATM
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 4 DPI from GSE156701	10/476	0.18774855797436507	0.999543866883927	0	0	1.408472366667155	2.3558836547476383	CDK17;PLK4;SRPK3;NUAK2;RIPK3;IRAK1;RAF1;BUB1;HIPK3;TGFBR1
SARS coronavirus P2 envelope protein from Virus-Host PPI P-HIPSTer 2020	1/14	0.19248413842309095	0.999543866883927	0	0	5.013754457463067	8.261371422992246	CDK2
SARS coronavirus protein E (gene: E) from Virus-Host PPI P-HIPSTer 2020	1/14	0.19248413842309095	0.999543866883927	0	0	5.013754457463067	8.261371422992246	CDK2
436 genes up-regulated by SARS-CoV-2 in ferret trachea from GSE147507	9/425	0.19779754338738098	0.999543866883927	0	0	1.418833398744113	2.299235526467411	PLK4;CDK8;DSTYK;NEK2;TTK;HIPK1;BMPR1B;HIPK3;TGFBR1
500 genes up-regulated by SARS-CoV-2 in human Calu3 cells at 4h from GSE148729 mock totalRNA	10/487	0.20614771392477	0.999543866883927	0	0	1.375204813932356	2.1716716096865754	PLK3;NUAK1;SMG1;GSK3A;ROCK1;PHKG1;WNK1;CAMK4;HUNK;HIPK2
Top 500 up genes for SARS-CoV-2 infection Day 14 in ferret nasal turbinates from GSE160824	8/373	0.20652919814673154	0.999543866883927	0	0	1.436322266078477	2.265530473622897	STK33;ULK2;PRKX;NEK2;PIM2;PAK3;ACVR2B;HIPK2
500 genes up-regulated by SARS-CoV-2 in human H1299 cells at 4h from GSE148729 mock	10/488	0.20785735011628373	0.999543866883927	0	0	1.3722564153826382	2.1556820645546866	NUAK1;CDK7;NUAK2;LATS2;ROCK2;PLK2;CDK3;TLK1;CDK13;RAF1
500 genes up-regulated by SARS-CoV-2 in human Caco2 cells at 24h from GSE148729	10/489	0.20957295397302178	0.999543866883927	0	0	1.3693203274740464	2.139814105657497	CLK1;LATS1;PLK3;NUAK2;LATS2;PLK2;WNK4;DYRK1A;PIM3;CLK3
SARS-CoV perturbation; 291 Down Genes from GEN3VA; Human bronchial epithelial 2B4 cells; Accession: GSE17400 Platform: GPL570; Entry 2	6/263	0.21015716506447926	0.999543866883927	0	0	1.528121683763707	2.38371643857097	SMG1;MELK;PBK;CDC7;VRK1;MASTL
COVID19-Nsp9 protein host PPI from Krogan	1/16	0.21678397455800805	0.999543866883927	0	0	4.344812362030905	6.642583455842339	NEK9
SARS coronavirus hypothetical protein sars9b from Virus-Host PPI P-HIPSTer 2020	1/16	0.21678397455800805	0.999543866883927	0	0	4.344812362030905	6.642583455842339	ATM
Top 500 up genes for COVID-19 mild disease in human NK cells from GSE165461	10/494	0.21823884301110028	0.999543866883927	0	0	1.3548218768510423	2.062262720990045	CDK17;CLK1;LATS1;MAPKAPK2;ULK1;BRAF;PKN2;SGK1;HIPK1;PAK4
500 genes up-regulated by SARS-CoV-1 in Calu-3 cells from GSE148729 24h	9/438	0.22162328031428932	0.999543866883927	0	0	1.3749108034822322	2.071682977631757	CLK1;PLK3;NUAK2;RIPK2;PIM1;TLK2;PRKD2;PIM3;CLK4
Top 500 upregulated genes in mouse heart with SARS-CoV-2 infection (Day 7) from GEO GSE162113	9/439	0.22350087251861797	0.999543866883927	0	0	1.371642145230185	2.0551862384583224	LATS1;WNK4;AAK1;ULK1;MARK4;MARK2;MTOR;CAMKK2;CLK2
Top 500 down genes for SARS-CoV-2 early infection in human male blood from GSE161731	10/497	0.2235069489547136	0.999543866883927	0	0	1.346265707017261	2.0171271058765368	CLK1;SMG1;SLK;ROCK1;LRRK2;BRAF;ATM;PKN2;CLK4;HIPK3
Top 500 down genes for SARS-CoV-2 infection in Mesocricetus auratus hamster blood Day 5 from GSE162208	8/387	0.23468697902195929	0.999543866883927	0	0	1.382263762801306	2.0035949967253055	GRK1;NEK9;PINK1;RIPK3;IRAK1;PRKD3;MTOR;CDKL1
630 genes downregulated by cystine and theanine in IAV-infected mouse spleen	10/504	0.235990596569194	0.999543866883927	0	0	1.3267054483149328	1.91571400354047	SRPK2;SNRK;TBK1;CDK4;DYRK1A;AKT1;PIM3;SGK1;MARK2;CLK2
332 proteins enriched in  AP-MS using various SARS-CoV-2 proteins as bait from Gordon et al. (2020)	7/331	0.23761245485949128	0.999543866883927	0	0	1.4140286119452785	2.0321207012581755	BCKDK;NEK9;TBK1;RIPK1;MARK3;MARK2;MARK1
COVID19-All 332 protein host PPI from Krogan	7/331	0.23761245485949128	0.999543866883927	0	0	1.4140286119452785	2.0321207012581755	BCKDK;NEK9;TBK1;RIPK1;MARK3;MARK2;MARK1
Top 500 down genes for SARS-CoV-2 infection Day 2 in ferret right cranial lung from GSE160824	8/392	0.24505740367171086	0.999543866883927	0	0	1.363912429378531	1.9180193053195136	CLK1;GSK3B;HUNK;BRAF;ATM;CLK4;ACVR2B;TTBK2
Top 500 down genes for SARS-CoV-2 infection Day 14 in ferret nasal turbinates from GSE160824	8/397	0.25557716552232285	0.999543866883927	0	0	1.3460328525990153	1.8362996062111607	CDK17;CDK8;SNRK;PLK2;LRRK2;PRKD1;CLK4;ATR
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 1 DPI from GSE156701	9/456	0.2563032688315544	0.999543866883927	0	0	1.318312559923298	1.7947426665182291	PLK4;PLK3;DYRK3;NUAK2;BMPR2;NEK4;ACVR2B;CDK16;CDKL1
178 positive hits from CRISPR screen of Heaton et al. in A549-ACE2 cells	4/170	0.2575560691584734	0.999543866883927	0	0	1.5740016923882822	2.1351613732020196	ATM;CDK14;PDK1;SRPK1
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in PBMCs at 14 DPI from GSE156701	9/459	0.26225168926630166	0.999543866883927	0	0	1.3093197278911564	1.7524597626763287	TBK1;NUAK2;IRAK1;RIPK2;PIM3;IRAK4;SGK1;RAF1;TGFBR1
Top 500 upregulated genes in mouse liver with SARS-CoV-2 infection (Day 3) from GEO GSE162113	8/402	0.2662359982598019	0.999543866883927	0	0	1.3286070721844618	1.7582416003282173	CDK19;RIPK3;RIPK2;CDK1;HUNK;NEK2;MTOR;TGFBR2
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in PBMCs at 7 DPI from GSE156701	9/461	0.2662415266690031	0.999543866883927	0	0	1.3033908253566913	1.7248440567764325	PLK4;PLK1;PBK;CDK1;NEK2;TTK;BUB1;MTOR;PDK1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in Bronchoalveolar Lavage at 4 DPI from GSE156701	9/462	0.2682435118731353	0.999543866883927	0	0	1.3004460062170564	1.7112049917976004	PLK4;MELK;BMPR2;RIPK3;IRAK1;PBK;CDK1;TTK;BUB1
SARS Perturbation 430 Up Genes from GEN3VA Mouse Lung; Accession: GSE68820 Platform: GPL7202 Entry 3	8/404	0.27053614186913927	0.999543866883927	0	0	1.3217599726074303	1.7280023427686115	MELK;PLK1;PBK;AAK1;CDK1;TTK;PASK;MASTL
500 genes up-regulated by MERS-CoV in Calu-3 cells from GSE139516 24h	9/466	0.276296991101178	0.999543866883927	0	0	1.2887956057696601	1.657750641905949	CDK17;CLK1;SNRK;PLK2;DYRK1A;NEK1;RAF1;HIPK3;TGFBR2
SARS-CoV perturbation; 162 Down Genes from GEN3VA; Human Vero E6 cells; Accession: GSE30589 Platform: GPL570 Entry 5	3/122	0.28188600850748147	0.999543866883927	0	0	1.6452100840336135	2.0832514064724106	SRPK3;NLK;SGK1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 10 DPI from GSE156701	9/470	0.28442007650760404	0.999543866883927	0	0	1.2773473814688565	1.6060126833210484	PLK4;MELK;MYO3B;PLK1;PBK;CDK1;NEK2;TTK;BUB1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 1 dose in Bronchoalveolar Lavage at 7 DPI from GSE156701	9/472	0.28850635688398796	0.999543866883927	0	0	1.2716974478776393	1.5807684544361964	PLK4;MELK;MYO3B;PLK1;PBK;CDK1;NEK2;TTK;BUB1
Top 500 up genes for SARS-CoV-2 infection in Rhesus macaques at Group 3 dose in Bronchoalveolar Lavage at 10 DPI from GSE156701	9/472	0.28850635688398796	0.999543866883927	0	0	1.2716974478776393	1.5807684544361964	PLK4;MELK;RIPK3;PLK1;PBK;CDK1;NEK2;TTK;BUB1
SARS-CoV perturbation; 23 Up Genes from GEN3VA; Human Vero E6 cells; Accession: GSE30589 Platform: GPL570 Entry 4	1/23	0.29623479880715897	0.999543866883927	0	0	2.9613184828416617	3.602748653730866	PIM3
184 proteins up-regualated at 0h in SARS-CoV-2 infected cells from Bouhaddou et al. 2020	4/182	0.29789479006524255	0.999543866883927	0	0	1.4669873360640338	1.7765435342419569	PLK1;PRKD2;CDK13;CDK14
SARS-CoV perturbation; 269 Down Genes from GEN3VA; Human Vero E6 cells; Accession: GSE30589 Platform: GPL570 Entry 6	5/246	0.3172185261772703	0.999543866883927	0	0	1.3545350747723413	1.5552289318673718	MELK;PBK;CDK1;CDC7;VRK1
500 genes down-regulated by SARS-CoV-2 in human Caco2 cells at 4h from GSE148729 untreated	9/491	0.3280338392889207	0.999543866883927	0	0	1.2203615886188501	1.3602620195723716	NEK9;CDK19;CDKL5;CDK6;DAPK1;PAK6;NEK2;BUB1;CAMK2G
Genome-wide CRISPR screen reveals host genes that regulate SARS-CoV-2 infection	1/27	0.3379734422987403	0.999543866883927	0	0	2.5052215995924607	2.7176342275350884	DYRK1A
Top 500 up genes for SARS-CoV-2 late-stage infection in human male blood from GSE161731	9/496	0.33861258364557073	0.999543866883927	0	0	1.2075179147634414	1.3076195151887833	GSK3A;PINK1;IRAK1;AKT2;DAPK3;GRK6;PIM1;DYRK1B;PKN1
Top 500 down genes for SARS-CoV-2 infection in Rhesus macaques at Group 2 dose in Bronchoalveolar Lavage at 1 DPI from GSE156701	8/438	0.3461299950213597	0.999543866883927	0	0	1.2151044540796216	1.2891539721936833	CLK1;DAPK2;CAMK4;CDK2;CDK12;PIM2;TNIK;PAK3
Top 500 downregulated genes in mouse heart with SARS-CoV-2 infection from GEO GSE162113	8/438	0.3461299950213597	0.999543866883927	0	0	1.2151044540796216	1.2891539721936833	CAMK2B;NUAK1;DYRK2;GRK5;CDK10;PRKD2;CAMKK1;MARK2
Top 500 down genes for SARS-CoV-2 infection Day 7 in ferret right caudal lung from GSE160824	8/440	0.3506843506924121	0.999543866883927	0	0	1.209353421217828	1.2672436528328312	CDK17;ROCK2;AKT3;NEK7;NEK1;PKN2;CDK14;CLK4
